text,sentiment
Singkatnya: 1) Restoran berbau seperti kombinasi pasar ikan yang kotor dan selokan.,0
Makanannya enak.,1
"Di musim panas, Anda dapat bersantap di teras luar ruangan yang menawan - sangat menyenangkan.",1
Menu yang luas menyediakan banyak pilihan untuk sarapan.,1
Itu dikemas!!,0
Sangat tidak profesional dan kasar kepada pelindung yang setia!,0
"Jika Anda ingin sandwich, pergi saja ke Firehouse mana saja!!!!!",1
Saya segera mengatakan saya ingin berbicara dengan manajer tetapi saya tidak ingin berbicara dengan orang yang melakukan tembakan bola api di belakang bar.,0
"Naaahhhh, tempat ini sering kita pakai untuk latihan Karate. Suasananya yang tenang dan dingin membuat kita menjadi betah berlatih dan setelah latihan kita jg bisa menikmati Massage Chair/sofa sesuai biaya yang sangat terjangkau",1
Semoga sukses untuk manajemen baru yang kasar dan tidak berfokus pada layanan pelanggan.,0
"sangat tdk lengkap, sangat tdk nyaman krna kryawati ny bnyk yg prengat prengut mcm gk niat krja, di tnya jwb pun simpel mcm mls jwb, sinis² amat kek gk di gaji aja krja😏 cukup skali blnja dsini",0
Porsinya sangat besar!,1
Saya menunggu dan menunggu.,0
Dia memesan muffin Inggris panggang yang keluar tanpa rasa.,0
"Malam yang sama, dia dan saya sama-sama sakit parah.",0
"Tempat nyaman, bersih dan prokes covid juga  di jaga di setiap pintu masuk mall, utk storenya memang tidak lengkap tp cukup, utk resto2nya juga banyak, disini juga ada mushala yg bersih, yg mau nonton juga bisa disini",1
- Minuman membutuhkan waktu hampir 30 menit untuk keluar pada satu titik.,0
Pilihannya mungkin yang terburuk yang pernah saya lihat di Vegas..... tidak ada.,0
Saya akan kembali berkali-kali segera.,1
"Itu agak terlalu manis, tidak terlalu pedas, dan kurang rasa.",0
"Di bagian kota yang menarik, tempat ini luar biasa.",1
Bau rokok nya ampunnnnn…padahal gedung hidup karna ada dance anak2…tp ga ada kesadaran akan asap rokok yg mengganggu…mall kok bebas rokok to pakkkk pak…banyak anak kecil lhooo…,0
Saya memiliki bagel yang lebih baik dari toko kelontong.,0
"Makanannya enak dan cukup pedas, jadi pastikan untuk meminta yang lebih pedas jika Anda lebih suka.",1
carrefournya kok ga ada ? tulisan nya juga ga ada cuman tulisan doang di map,0
Sama baiknya dengan ketika saya memilikinya lebih dari setahun yang lalu!,1
"Mall nya lumayan komplit mulai dari fashion, playground anak sampai food court. Starbucks n McD juga ada. Playgroundnya lumayan luas, ada flying fox anak, mandi bola, perosotan jumbo. Masuknya 70rb sepuasnya plus 1 orang pendamping. Fashionnya juga branded mulai dari puma, adidas, kickers, sports station n harganya lebih murah dibanding mall lain. MrDIY juga ada buat kebutuhan sehari2. Sayang supermarketnya tutup. Dulu ada hipermart.",1
"Sebetulnya kurang tepat bila tempat ini disebut sebagai taman (karena sejatinya tempat ini adalah pulau-pulau lalu lintas) yang berada di tengah persimpangan jalan.  Meski begitu, tetaplah tempat ini unik. Bendera negara-negara anggota ASEAN dikibarkan, berdekatan dengan menara air minum kuno dan pohon beringin yang legendaris di Jombang, namanya Ringin Contong.",0
Tempat makan siang yang sangat bagus.,1
Makanan enak dan layanan hebat dalam lingkungan yang bersih dan ramah.,1
"Sebenarnya tempatnya bagus jika dijaga kebersihannya dan alangkah lebih indah jika diperbaiki sisi sisi yang rusak.  Ketika saya datang, kala itu musim liburan.  Sangat penuh dan ramai.  Sayangnya kebersihan area tempat wisata tidak terjaga dengan baik.  Protokol memakai masker pun sulit dilakukan.  Ada beberapa bagian yang terlihat tidak terurus.  Sangat disayangkan.  Padahal, sejarah taman sari sendiri sangat kuat untuk menjadi daya tarik bagi pengunjung.  Semoga kedepannya pihak taman sari bisa mulai melakukan peremajaan terhadap situs tersebut.  Sehingga bisa mendatangkan lebih banyak wisatawan dan rezeki bagi warga sekitar.",1
"Mall  yang berada di dekat pusat pemerintahan Kota Bandung. Walo masih agak sepi efek pandemi, tapi sudah mulai menggeliat bangkit. Banyak renovasi bakal store baru kayaknya di beberapa lantai. Masih belum terlalu rame, cuma sudah berasa jalan di mall lah..wkwkkw...sudah banyak orang gitu. Banyak tempat makan disini, yg paling gress tuh Ramen Ya..next time kayaknya bakalan nyobain deh, ditunggu yah reviewnya..hihihi..berhubung mall nya berada di tepi jalan, jd mudah diakses, ke parkiran juga langsung turun aja ke basementnya, ada penunjuk jalannya kuk. Lantai 1 rata2 isinya brand2 kosmetik macam nature republik, emina, dll, trs ada banyak resto2, ramen ya, Dcost, Bread Talk, dan entah apalagi itu, ada galeri Atm juga di lantai ini. Lt. 2 kebanyakan pakaian, trs ada matahari juga, Lt. 3 Kayaknya Fun Game World atau sejenis itulah. Buat tempat nongki or jalan santai, ini mall enak banget. Terus kalau weekend sering ada event juga..jd ruameee..Cocok lah buat santai bersama keluarga. Kemaren kesini mampir ke Matahari buat nyari Batik buat si bujang, area matahari tuh ada di 2 lantai yang berbeda, lengkap untuk urusan fashion mah, harga juga banyak diskon, pelayanan nya ramah. Mari mampir yaaa..",1
Saya kira mungkin kami pergi pada malam hari tapi itu memalukan.,0
ini adalah potongan yang berbeda dari potongan kemarin tapi masih indah dan lembut dengan rasa yang enak.,1
"Warga Kota Surabaya dibuat heboh dengan aksi seorang wanita yang nekat terjun diri di jalan masuk parkir motor Tunjungan Plaza, Jumat (14/10/2022). Korban Aulia Devi Rahmawati (24), warga Jalan Dinoyo Alun-Alun Gang II.  Ada kabar, jika korban tak hanya terjerat pinjaman online (pinjol), melainkan juga gadis kelahiran Sidoarjo itu diduga tengah berbadan dua. Namun, motif tersebut tegas dibantah pihak kepolisian yang menyebut jika korban depresi karena pinjol.  Kapolsek Tegalsari Kompol Dwi Nugroho menyebut, masih akan melakukan proses penyelidikan terkait kasus itu. Namun, ia memastikan, kabar jika korban hamil tidak benar. “Tidak (hamil, red) mas. Hanya karena pinjaman online,” kata Dwi Minggu (16/10)  Hal tersebut juga ditegaskan Kanitreskrim AKP Marji Wibowo saat dikonfirmasi via pesan WhatsApp. Ia menyebut, jika korban depresi karena terdesak pinjaman online sebesar kurang lebih Rp 7,5 juta. Korban kemungkinan kaget karena bunga dari pinjaman itu mencapai belasan juta.  “Jadi dia itu ada masalah dengan pinjol (pinjaman online) banyak. Mungkin ada tagihan pinjol kan menakut-nakuti dan akhirnya bunuh diri. Pinjamnya Rp 7,5 juta, tapi pinjol berkembang (bunga),” kata Marji via WhatsApp, Minggu (16/10/2022)pagi.  Sekadar diketahui, pengunjung dan warga yang berada di sekitar Tunjungan Plaza digegerkan aksi bunuh diri yang dilakukan Aulia Devi Rahmawati yang nekat terjun lantai 3, Jumat (14/10)malam.  Aksi itu pertama kali diketahui oleh Afandi (35), petugas keamanan Tunjungan Plaza. Kepada polisi, Afandi menceritakan jika saat itu ia mendapatkan laporan penjaga warung di samping atau sisi luar TP.  Hal senada disampaikan oleh S (27), warga Wonocolo, Surabaya. Ia mengaku terkejut saat hendak pulang dari tempat kerjanya di TP 3.  S mengaku, ADR mengenakan pakaian putih dan sebuah tas mewah. Bahkan, ia mengaku masih trauma dan gemetar saat membalas chat dari detikJatim.  ""Ak kok wedi ya Gusti. Aku ae ndredeg sek-an, trauma jreng sing genah (Saya masih takut ya Gusti. Saya masih gemetar, trauma pastinya),"" kata alumnus universitas swasta ternama di Surabaya Timur itu.  Usai kejadian itu, ia mengaku semakin takut saat hendak pulang kerja shift malam. Sebab, ia mengaku sebelumnya ada kejadian serupa di titik yang jaraknya tak begitu jauh.  ""Aku yo tambah wedi, kerjo shift sore moleh bengi mesti lewat TKP (Saya semakin takut, setiap kerja shift sore dan pulang malam selalu lewat TKP),"" tutupnya.  Ada banyak fakta ditemukan dari peristiwa tewasnya wanita di lorong arah parkir TP Surabaya ini.  Fakta yang paling mencengangkan adalah alasan korban nekat loncat dari Lantai 3 TP Surabaya tersebut. 1. masi usia 24 tahun Wanita bunuh diri dari Lantai 3 TP Surabaya ini diidentifikasi sebagai Aulia Devi Rachmawati (24) asal Keputran, Surabaya.  Polisi mengetahui identitas korban dari tanda pengenal yang ditemukan di tas kecil milik korban.  2. Loncat Saat Mall Tutup  Aulia Devi Rachmawati (24) asal Keputran, Surabaya ini loncat saat mall tutup.  Dia ditemukan tewas di lorong arah parkir TP 3 Surabaya, Jumat malam, sekitar pukul 22.15 WIB. Saat itu TP tengah ramai oleh pegawai yang hendak pulang namun masih menunggu hujan reda.  3. Ada Bercak Sandal di Tembok Lantai 3  Polisi menemukan ada bercak sandal di tembok Lantai 3 TP Surabaya. Di sini diduga Aulia Devi Rachmawati (24) nekat loncat.  Di lokasi polisi juga menemukan sandal berwarna hijau milik korban.  Berdasarkan rekaman CCTV, saat itu korban menuju ke lantai 3 parkiran mobil TP 1.  4. Bukan yang Pertama  Aksi Aulia Devi Rachmawati (24) asal Keputran yang mengakhiri hidupnya di TP Surabaya ini bukan lah yang pertama.  Sebelumnya, ada beberapa kasus serupa di tahun sebelumnya.  setidaknya ada 4 kasus bunuh diri selain Aulia Devi Rachmawati di mal terbesar kedua di Surabaya itu.  Di tahun 2017, seorang pria tanpa identitas meloncat dari lantai 5 sekitar pukul 21.00 WIB. Kemudian, pada 11 April 2018 seorang pria, dokter lulusan universitas ternama di Surabaya terjun dari lantai 8 TP 6 Surabaya.  & CS juga tak ada kramahan",0
"Cito sejak pandemi sepiiiiii sekali, banyak toko yang tutup termasuk swalayan nya Hypermart 😁. Jadi kalau ke Cito lebih cari makan atau roti, atau belanja di Matahari. Semoga pandemi segera berlalu, dan Cito mall bisa beraktivitas normal kembali.",1
"Juga, kentang goreng tidak diragukan lagi adalah kentang goreng terburuk yang pernah saya rasakan.",0
Sepiii banget kenapa ga ada stand 1 aja buka minuman atau cemilan kecil2 kayak french fries nuget dll tapi bagus matahari mall lengkap model baju sepatu sandal byk dan diskon lebih byk,0
"Tempat ini terlalu mahal, tidak konsisten dengan boba mereka, dan itu benar-benar TERLALU MAHAL!",0
tidak akan kembali!,0
"mall nya bagus, cukup lengkap untuk retail nya, foodcourt nya jg nyaman. hanya saja toilet nya sangat kurang, tolong lebih ditingkatkan lagi fasilitas toilet nya, diperluas atau diperbanyak",0
Steak ribeye saya dimasak dengan sempurna dan memiliki rasa mesquite yang enak.,1
"Terakhir saya kesana ada Carnaval Bazzar tetapi sekarang mungkin sudah selesai. Untuk tempat perbelanjaan cukup lengkap. Ada tempat parkir yang luas, ada juga tempat makan seperti A&W, dan restoran cepat saji lainnya. Serta ada Carrefour juga dilantai dasar serta tidak jauh darisana ada tempat penarikan tunai (ATM). Dan sering banyak diskon di Matahari, untuk harganya lumayan seperti pada umumnya. Kurangnya paling cuma macet didepan lippo plaza kramat jati sisanya baik-baik saja",1
Saya dapat mengatakan bahwa makanan penutupnya enak.,1
"Mantep amat, beli floridina bonus minyak sayur tapi sayang minyak sayurnya gak dalam kemasan tapi ketumpahan. Kaget pas sampe rumah nurunin floridina kenapa pada lengket minyak semua ternyata dapat bonusan hehe.",0
"Jujur udah bertahun tahun ga kesini dan sekalinya datang kesini pas 17an Agustus kemarin di setel lagu kemerdekaan.sepi bangett banyak toko yang tutup dan toiletnya kosong tapi bersih kesan nya horor tapi dari luar seperti mall mewah soalnya besar,paling ramai hanya di food court dan bioskop cinepolis tapi dilantai lainnya sepi sekali.padahal ini mall bagus,untuk masuk ke mall wajib scan peduli lindungi.  Untuk transportasi bisa menggunakan Transpakuan secara gratis dan turun di halte RS PMI,terus jalan menuju ke mall jarak nya lumayan tapi menyenangkan karna trotoar yang bagus dan layak.terima kasih",1
Mall ny sekarang sepi banget... Lg ad festival kuliner glodok.. Rameee... Tempat ny di outdoor.. Untuk mall ny bnr2 luas banget cuma sayang kurang rame gak kaya mall2 lain di serpong.. Mungkin habis kuliner ini bakalan sepi lg kaya biasa ny...,0
Makanan sangat enak dan saya cepat kenyang.,1
"Sekarang burgernya tidak begitu enak, pizza yang dulunya luar biasa pucat dan hambar.",0
"Assalamu'alaikum halo sahabat ketemu lagi bareng kita nih.. Kita akan ulas...tepat nya di BRaga Bandung...Disini tempatnya Ramai pas ada di braga..selain buat makan biasanya anak anak muda suka nongkrong sini..dan menu nya tersedia makanan roti, soft drink, ice cream ,makanan berat juga ada makanan ringan juga ada semuanya enak banget,Yang paling aku suka sih Rotinya yang super lembut, sama daging sapi beu, pokonya starbuck, kopi janji jiwa pokonya segala ada deh makanan nya.. Pokonya mantap, ada souvenir juga untuk makan disini jaga aman ya siapin 50-100rb ya... Untuk jaga aja ga aja ya.. Soalnya banyak menunya n enak juga.. So slamat mencoba...",1
Bacon jalapeno sangat enak.,1
Nargile - Saya pikir Anda hebat.,1
Saya tidak akan kembali.,0
Pilihan bir yang cukup bagus juga.,1
"Penjagaannya bagus, parkirnya luas, ada tempat makan KFC dan minimarket Superindo. Toilet sangat nyaman, walaupun sering kehabisan tisu bukan jadi masalah. Mushola nya memadai. Oh iya ada studio dance juga di lantai paling atas (BDA academy) dan biliar.  Sebenarnya saya biasa menggunakan mall ini sebagai latihan komunitas (menari). Meskipun stand tokonya tidak ada mengisi, tapi cukup berguna untuk keberlangsungan komunitas yang mencari sewa tempat latihan murah meriah.  Di waktu"" tertentu, click square sangat ramai dikunjungi. Apabila tidak ada event, bangunan ini pun sangat sepi.",0
Banyak porsi dan harga bagus.,1
Saya suka kentang goreng dan kacang mereka.,1
"Sisi-sisinya enak - campuran jamur, haluskan emas yukon, jagung putih - beateous.",1
Tidak apa-apa,0
Keripik dan sal di sini luar biasa!!!!!!!!!!!!!!!!!!!!,1
"Salah satu Dept. Store yang cukup besar di Pangkalpinang. Lokasi tidak jauh dari BTC (Bangka Trade Center). Menyediakan berbagai macam pakaian dan alas kaki dari usia 0 sampai dewasa. Selain itu, terdapat Robinson (menyediakan berbagai macam kebutuhan pokok Rumah Tangga) di dalamnya. Meski demikian, koleksi pakaian dan sepatu tergolong kurang update. Di bagian depan pintu masuk terdapat banyak pedagang Kaki 5 yang menjajakan berbagai menu makanan seperti jasuke, bakso bakar, minuman dingin, dsb. Di akhir pekan, biasanya terdapat pengunjung dari pelosok pulau Bangka sehingga cukup padat. Jika Anda ingin berbelanja tanpa harus berdesakan, silakan datang sekitar pukul 17.30-18.30. Di jam tersebut, biasanya tempat ini tidak begitu banyak pengunjung. Semoga informasi ini bermanfaat. 😉",0
"Pakuwon City Mall adalah sebuah mall yang terletak didekat perumahan Pakuwon City. Mall ini terletak bersebelahan dengan Food Festival sehingga sangat cocok untuk orang-orang yang ingin menikmati sajian kuliner sambil berbelanja. Selain itu, mall tersebut juga memiliki pusat perbelanjaan yang luas dan lengkap seperti pakaian, alat tulis, makanan, mainan, dan lebih banyak lagi. Mall ini juga dilengkapi dengan berbagai dekorasi dengan konsep yang unik sehingga sangat cocok untuk dijadikan tempat foto bersama keluarga atau teman. Namun, kekurangan yang terdapat pada mall tersebut adalah terdapat beberapa barang yang dijual dengan harga yang terlalu tinggi sehingga tidak semua orang dapat membelinya. Tidak hanya itu, juga terdapat beberapa barang yang dijual dengan harga yang tidak sepadan dengan kualitas. Hal tersebut dapat ditingkatkan lagi dengan cara meningkatkan kualitas produk, dan menjual barang sesuai dengan harga dan kualitasnya.",1
Satu-satunya hal yang saya tidak terlalu tergila-gila adalah guacamole mereka karena saya tidak suka pure.,0
"Sebenarnya saya akan mengumpulkan hingga 4 bintang, hanya karena dia sangat mengagumkan.",1
Hari ini adalah kedua kalinya saya ke prasmanan makan siang mereka dan itu cukup bagus.,1
"Maaf, saya tidak akan mendapatkan makanan dari sini dalam waktu dekat :(",0
Bergabunglah dengan klub dan dapatkan penawaran menarik melalui email.,1
Tempat ini adalah dua jempol.... jalan.,1
Tidak akan pernah pergi ke sini lagi.,0
Layanannya buruk dan itu bagus.,0
"Lebih buruk dari semuanya, dia mempermalukan pekerjanya tepat di depan saya.. Banyak pemanggilan nama yang mengerikan.",0
"Tempat belanja yang harganya cukup murah. Biasanya banyak promo beli 3 baju kaos only 100k, terdapat popcorn harga 10k yang rasanya enak. Diramayana tersedia mulai dari perlengkapan bayi hingga kalangan orang tua hanya saja mallnya tidak terlalu ramai dan tidak ada bioskop Disini ada seperti: Sepatu Sandal Baju Tas Aksesoris Supermaket berbagai macam sembako Restauran Mixsue Untuk parkir motor 3rb Tapi saya kurang paham untuk pelayanan pada bagian kasir, saat ingin melakukan pembaran malah di oper oper (sulit menjelaskannya)",0
Nuansa ruang makan lebih seperti kuliah memasak daripada makan kelas atas dan layanannya paling lambat.,0
Dan kemudian tragedi melanda.,0
Saya suka mereka memasukkan makanan mereka ke dalam wadah plastik yang bagus daripada menjejalkannya ke dalam kotak kertas kecil.,1
"Perlu ditingkatkan kan lagi pelayanan nya: 1. Pastikan bagian kasir faham & mengerti tentang Voucher belanja, supaya voucher bisa digunakan saat pembayaran😁, kasir dan bagian informasi gak match. Saya belanja sekitar 1.5 jt (2 stroke), tapi voucher gak bisa dipakai karena yg pertama sudah terbayar baru disuruh kebagian informasi. Saat dibagian informasi dikatakan barang kedua tidak bisa digunakan karena tidak termasuk barang yg mendapat voucher, seharusnya dipembayaran pertama, lhah...ni voucher useless dong!🤦 2. Mati lampu 2X jadi antrian gak jelas di kasir, sebenernya mau nyerah, tapi karena milih2 barang cukup lama dan untuk anak2 jadi ya dijalani aja dengan rasa kecewa. 3. Saat memilih barang yg Dimau, saya harus menunggu lama untuk dicarikan size yang diharapkan, padahal dikatakan ready stock diawal.  demikian review saya untuk menjadi pertimbangan improvement selanjutnya, Semoga bisa lebih baik lagi!",0
"Keduanya benar-benar luar biasa bagus, dan saya sangat senang kami kembali.",1
"Memesan burger langka datang, kami akan selesai.",0
Kacang polong dan ubi jalar... TIDAK NYATA!,1
"Namun, pengalaman saya baru-baru ini di lokasi khusus ini tidak begitu bagus.",0
Crostini yang datang dengan salad sudah basi.,0
"Resto gobiz super,customer sudah duluan konfirmasi,tapi driver slalu menunggu lama,minimal 15 menit,sangat melelahkan driver,coba di tingkatkan pelayanan kerja nya,",0
Tdk dirawat.. sarana prasarananya,0
"Mall yang berada di kawasan jalan soekarno hatta ini memiliki kawasan yang lumayan luas dengan konsep berada diantara ruko-ruko. Sayangnya beberapa tenant masih kosong padahal kawasannya lumayan luas dan berada dikawasan padat. Disini kita bisa sekedar jalan-jalan, nonton bioskop, makan, belanja dll.",1
Saya sangat menikmati makan di sini.,1
"Tidak banyak tempat belanja, karena sebagian besar sudah dipergunakan menjadi Rumah Sakit",1
Pizza dan Salad Hebat!,1
Makanan rata-rata terbaik.,0
Cocok utk anak2 yg sedang belajar ttg lalu lintas. Gratis pula. Sayangnya banyak nyamuk. Wajib pake lotion anti nyamuk. Ada taman bermain utk anak2 juga..,1
"Tempat belanja nya biasa saja menurut saya, dengan barang serupa kita bisa dapat dengan harga yang lebih murah untuk diluar sana. Tempat nya lumayan bersih, pelayanan biasa saja. Cocok lah untuk hang out sama teman-teman walaupun nngak terlalu worth it.",0
Tidak akan merekomendasikan kepada orang lain.,0
Beberapa orang mungkin mengatakan prasmanan ini mahal tapi saya pikir Anda mendapatkan apa yang Anda bayar dan tempat ini Anda mendapatkan cukup banyak!,1
"Anda mendapatkan ikan yang sangat segar, disiapkan dengan hati-hati.",1
"Itu tidak memiliki rasa, tampak kurang matang, dan kering.",0
Jangan repot-repot datang ke sini.,0
"Saya mencoba ravoli Cape Cod, ayam, dengan cranberry... mmmm!",1
Mengapa sayuran kecil yang menyedihkan ini terlalu matang?,0
"Apa yang mengganggu saya, adalah layanan lambat.",0
"Saya sudah ke lokasi, tapi tidak ada barang belanjaan sama sekali",0
Kami mendapat makanan dan tampaknya mereka belum pernah mendengar tentang garam dan adonan pada ikan itu kenyal.,0
"Mangtap sih bersih, terus tempatnya strategis dekat dengan beberapa tempat main. Enak banget buat liat citylight semarang.",1
"Ya Tuhan, Khao Soi adalah hidangan yang tidak boleh dilewatkan oleh para pecinta kari!",1
"Masalah yang saya miliki adalah bahwa mereka mengenakan biaya $11,99 untuk sandwich yang tidak lebih besar dari sub Subway (yang menawarkan jumlah sayuran yang lebih baik dan lebih banyak).",0
"Sayangnya, Gordon Ramsey's Steak adalah tempat yang harus kami hindari dengan tajam selama perjalanan kami berikutnya ke Vegas.",0
"Good enough 👌 Disebut Ramayana Plaza juga lengkap dg Robinson Mart nya 👌 Mal ini 4 lantai tapi beberapa tenant tutup, tersedia resto2 yg umum ada di mal, ada Miniso, fashion store, bioskop juga dan tenant2 menjual komputer, HP,laptop 👍👍",0
"Stafnya luar biasa, makanannya enak, dan mereka memiliki pilihan bir yang luar biasa.",1
Tempat ini sejujurnya harus diledakkan.,0
"pasar yg tdk tertata tapih. pedagang pagi2 nya amburadul. harga2 sih murah, ntah kali siang.. diatas tetap bagus di Ramayana nya. harus nya dia tu r dan rapikan para pedagang nya, biar dilihatnya asiiik",0
"Masih dalam masa renovasi, sebelumnya adalah pusat perbelanjaan, dan mampir untuk berbelanja di superindo.. Namun untuk saat ini sudah tidak beroperasional sementara",1
Suami saya dan saya makan siang di sini dan sangat kecewa dengan makanan dan pelayanan.,0
"Jalan"" ke mall ini karena Uda lama ga ke sini.  Koleksi baju tersedia banyak , ada banyak toko"" . Mulai dari baju anak"" , baju hamil , baju renang , ada juga toko perlengkapan atribut tentara dan sejenis nya.  Bisa permak baju juga di dtc Wonokromo . Harga murah meriah , food court nya juga rame   Cukup lengkap , fasilitas seperti toilet & mushola ada dan cukup bersih sayang nya pas kesana toilet yang bisa di gunakan terbatas , untuk lift saat saya berkunjung juga masih dalam keadaan rusak / masa perbaikan.  Parkir motor ada di lantai paling atas cukup luas.",1
Saya tidak berharap ini menjadi begitu baik!,1
"Tempat gathering perusahaan, ternyata mall dah kosong semua... nggak ada lagi penjual disitu... sayang kali bangunan besar nggak kepake...",0
"Biasa aja sih, ky mol2 pd umumnya, tetep kudu pake masker. Selebihnya sediakan uang buat anak2 maen dan jajan 😁😁😁",1
"Mall yang cukup lengkap mulai dari produk fashion, cinema, book store, phone store, banyak pilihan tempat makan ada tempat bermain juga ada mushola juga ini yang bersih dan fasilitas yang mumpuni.. Bantu like dan follow saya terimakasih 🙏",1
Bagus,0
"Parkirnya 3K, bikin jengkel sebenernya, ini taman main anak anak tapi parkirnya makin kesini makin kesana, liat aja bentar lagi jadi 10K wkwkwk...  Sebenernya itu parkir pemerintah apa pungli sih 😅",0
Itu adalah tempat yang bagus dan saya sangat merekomendasikannya.,1
"Tempatnya sangat luas, untuk jalan jalan bersama keluarga bisa. Ada supermarket dan tempat makan juga, menyediakan toilet. Mall ini sudah difasilitasi lift dan eskalator.  Di hari sabtu atau minggu, jika kalian berkunjung ke Click Square, ada beberapa komunitas dance yang berlatih disana..  ✨",1
Tidak ada yang istimewa tentang bekerja/makan di sana.,0
Taco terbaik di kota sejauh ini!!,1
Kualitas makanan sangat buruk.,0
"Sepi mall nya, toko toko banyak ditutup. Lift tidak berkerja semestinya. Banyak yang tidak buka. Hanya sedikit yang tersedia , di lantai dua tidak ada apa"" hanya kosong melompong, di lantai tiga ada banyak wahana tetapi di lantai dua cukup sepi dan di lantai tiga jugakadang cukup sepi. Padahal hari libur",1
Terasa seperti kotoran.,0
TIDAK AKAN PERNAH KEMBALI DAN MEMBERITAHU BANYAK ORANG APA YANG TELAH TERJADI.,0
"Tolong aja itu parkiran di perketat penjagaannya, Barusan helm saya hilang di dalam halaman parkir",0
"Cukup sejuk....namun tak terurus, sampah daun banyak berserakan. Untuk malam cukup rawan, tempatnya sepi dan kurang penerangan.",0
"Tempatnya luas, jadi suka bingung kalau mau turun.. haha, strategi juga tempatnya Deket kemana-mana.. parkiran luas aman..",1
"Hidangan panas tidak panas, hidangan dingin dekat dengan suhu kamar. Saya menyaksikan staf menyiapkan makanan dengan TANGAN KONSOL, tanpa sarung tangan. Semuanya digoreng dalam minyak.",0
"Mall yg tdk terlalu besar, namun nyaman. Karena ada permainan anak, Matahari, Bioskop XXI, Food Court, Fashion dari brand2 ternama jg ada, di lantai dasar jg biasanya ada stand2 pameran mobil2 keluaran terbaru.  Serta area2 dilingkungan sekitar mall jg banyak ruko2 dan pedagang2 tradisional. Cocok lah untuk mengisi waktu santai dan have fun bersama keluarga :)",1
"Saus celup peternakan chipolte tidak berasa, tampak tipis dan encer tanpa panas.",0
Suasana tidak jauh lebih baik.,0
Saya mengambil kembali uang saya dan keluar dari sana.,0
"Layanannya mengerikan, makanannya biasa-biasa saja.",0
"Layanan yang buruk, pelayan membuat saya merasa bodoh setiap kali dia datang ke meja.",0
Hari Kamis tgl 19 Januari 2023 datang mau beli larutan cap kaki 3 pas mau ambil terkejut barangnya kotor sekali padahal sebulan sebelumnya pernah kesitu lihat larutan tapi masih saja kotor,0
