text,sentiment
"Kerajinan minuman kopi, teh, dan alkohol/anggur. Layanan yang ramah, getaran yang baik, dan getaran yang menyenangkan lengkap dengan beberapa ayunan tali dari langit-langitnya. Dan jangan lupakan makanan yang luar biasa!! Tempat yang bagus untuk bersantai bersama teman-teman.",1
"check-in Guys, tempat ini luar biasa. Menu makanan terbatas tetapi kedua penawaran makanan akan membuat Anda terpesona! Rempah-rempah yang enak di makanan. Kopi dan matcha juga luar biasa. Layanannya ramah dan efisien. Ruang menakjubkan dan getaran. Sangat disarankan. Akan menjadi tempat relaksasi baru saya di area ini.",1
"Getaran yang luar biasa. Saya mampir untuk mengejar beberapa pekerjaan dan menemukan suasana yang fantastis dan layanan yang luar biasa. Saya berharap bisa bekerja di sini setiap hari. Aku punya Darling pour-over dan makanan zaitun, dan berkemah di dekat perapian kain pop-art di sudut perapian. Wallace (pemilik) dan timnya sangat tepat dengan layanan dan bantuan. Pengungkapan penuh: Tempat ini sangat indah di dalam sehingga saya mem-Instagram-kannya - tidak dapat menahannya, saya mengklaimnya untuk saya sendiri, seperti lusinan orang lainnya. Sangat direkomendasikan, jadi dapatkan di sini saat Anda bisa!",1
"Tempat ini luar biasa! Tidak ada internet, tapi tidak apa-apa. itu dimaksudkan untuk menjadi tempat berkumpul dengan teman, bersosialisasi atau membaca buku yang bagus sendiri!",1
"Saya tidak pernah menulis ulasan Yelp. Tapi ketika saya parkir di sini rasanya seperti berada di Alice in wonderland yang hipster. Getarannya tepat dan mereka tidak meninggalkan detail. Marymint Monroe benar-benar luar biasa dan makanan serta makanannya sangat enak. Layanan ini juga sangat luar biasa, Anda dapat mengatakan bahwa mereka sangat menyukai apa yang mereka lakukan. Ayunan juga merupakan sentuhan yang bagus!",1
check-in Saya sangat menikmati kunjungan saya di sini. Saya memesan kopi dan makanan makanan. Keduanya sangat baik. Ruangnya sangat layak untuk Instagram. Lukisan dinding yang mengagumkan. layanan juga sangat ramah dan saya menyukai sistem pemesanan iPad. makanan makanan dan kopi dipadukan dengan air soda untuk membersihkan langit-langit mulut,1
"check-in The Factory Cafe secara keseluruhan adalah tempat yang indah dan sangat keren untuk sekadar berkumpul dengan teman atau mengerjakan pekerjaan rumah. Anda mungkin akan melihat getaran di sekitar Anda meluangkan waktu untuk menyempurnakan gambar estetika Instagram dan cerita Snapchat mereka (termasuk saya sendiri). Meskipun kafe itu sendiri tidak menyediakan internet, itu berada dalam jangkauan tempat-tempat lain dengan internet sehingga tidak menghalangi Anda untuk pergi! Tempat ini sepertinya benar-benar berasal dari Pinterest! Imut-imut sekali!",1
"Satu-satunya keluhan dan keinginan serta keinginan hati saya adalah agar tempat ini berjam-jam lebih lama dan memungkinkan untuk internet. Tempat ini membuat hati saya senang, memotivasi saya untuk belajar karena saya ingin datang ke sini, dan membuat saya berharap punya waktu untuk menetap dan membaca buku yang bagus. Getarannya SEMPURNA, para pekerjanya dermawan dan BAIK, ini adalah tempat yang indah.",1
"check-in Datang pada hari pertama jam kerja, saat ini jam 6 pagi - 2 siang. Pada titik tertentu mereka akan tinggal berjam-jam sampai jam 12 tengah malam. Saya pikir ini mungkin kafe terindah di Austin, interiornya menawan, manis, getaran. Bahkan ada sepasang ayunan untuk diduduki sambil menikmati kopi dan bermain catur. Saya memesan Marymint Monroe, pada dasarnya mint mojito. Sudah lama sejak saya pergi ke kopi Philz jadi sulit untuk membandingkannya, tapi menurut saya Marymint sedikit lebih creamy. Juga memiliki makanan pisang nutella, pisang dan nutella selalu merupakan kombinasi yang unggul, tidak salah di sana. Belum ada internet tapi saya yakin itu akan segera datang. Layanan ramah, penawaran lezat, bola lampu filamen antik, dan yang terbaik, Bieber dan MJ berada di atas mural yang mengawasi Anda. Tempat ini adalah kartu As. Zaman keemasan teh susu Lihat semua foto dari Khang H. untuk The Factory - Cafe With a Soul",1
"Tempat ini sangat bagus. Mereka telah melakukan layanan hebat... Ini adalah jenis tempat yang bisa Anda habiskan berjam-jam. Mereka memiliki menu kecil sekarang, tetapi minuman, makanan, dan makanan mereka dibuat dengan sangat baik. Kami pasti akan segera kembali.... seperti besok. Kopi Viva Matcha dan Seni Pop",1
"Saya mendapat makanan yang terbuang di The Factory!!! Bukan kedai kopi biasa! Super sosial tanpa internet, ide baru!",1
check-in Marymint Monroe + makanan dan makanan samich = kafe favorit saya di Austin. ... Ohhh dan getarannya juga cukup manis,1
"Perabotan yang lucu dan eklektik, dan banyak hal yang harus dilakukan! Sketsa tempat duduk yang cantik, banyak ruang, getaran berkelas. Satu-satunya hal yang harus diwaspadai--tidak ada internet...tidak benar-benar tempat untuk bekerja atau belajar, tetapi tempat yang bagus untuk bersantai! Teman-teman saya dan saya (total 6 dari kami) menemukan ruang untuk bermain permainan papan, dan bersenang-senang!",1
check-in Tempat ini luar biasa! Tempat yang ideal untuk meraih kopi matcha berbusa dan makanan & makanan. Sedikit berbeda dengan cara Anda memesan. Pasti tempat nongkrong yang bagus untuk milenial atau siapa saja yang bekerja di daerah tersebut dan sedang istirahat makan. internet dapat dijangkau tetapi mereka tidak memilikinya sendiri.,1
"Keinginan yang antusias dan sungguh-sungguh untuk menjadi luar biasa, mencoba hal-hal baru dan mengembangkan ide menu baru, tersenyum, bukan di wajah Anda - makanan pound almond terbaik yang pernah saya miliki (sepadan dengan 5 bintang saja), dan secangkir es teh rooibos merah yang fantastis . di sebelah Hanabi. tempat baru yang fantastis.",1
"Pabrik ini akan menjadi tempat kopi baruku. Tidak ada kata yang dapat menggambarkan getaran Luar Biasa saat parkir. Tempat duduk yang nyaman, getaran pinggul, sentuhan akhir interior yang bagus, dan permainan tempat duduk. Sistem pemesanan ipad yang intuitif juga cukup menarik dengan kemudahan penggunaannya. Layanan hebat dan rasanya luar biasa! Layanan hebat!",1
"Saya sangat terkejut dengan tempat ini! Saya hanya pergi karena saya punya waktu untuk membunuh dan mereka adalah satu-satunya kedai kopi terdekat sampai jam 2 pagi. Tapi saya sangat senang saya mencobanya. Ini bukan kedai kopi khas Austin Anda. Kualitas minuman di sini adalah yang terbaik, dan mereka menawarkan makanan dan minuman yang unik. Saya memiliki kopi macha (saya pikir itulah namanya) dan itu fantastis! Getarannya sangat ramah, getarannya indah, dengan banyak tempat duduk yang nyaman (termasuk ayunan dari langit-langit!), Dan itu adalah tempat yang tepat untuk bersantai bersama teman-teman. Saya pasti akan datang kembali!",1
"Suka tempat ini. Saya sangat menghargai kurangnya internet. Membuatnya lebih mudah untuk melakukan percakapan yang baik atau tenggelam dalam buku yang bagus. Setuju bahwa ini harga yang agak buruk, tetapi minumannya sangat enak.",1
"Kopi enak, makanan, dan getaran! Suka pengaturannya. Pesan di iPad dan mereka memanggil nama Anda saat makanan Anda siap.",1
"check-in Tempat yang sangat lucu untuk bersantai dan mengobrol dengan seorang teman. Makanan dan makanannya enak. makanan dimasak dengan sempurna! Makanan super lembab dengan makanan empuk... lebih merupakan makanan daripada makanan, jadi jangan pergi ke sini berharap akan diisi dengan makanan.",1
Pertama kali memeriksa tempat ini pertama kali. Barang curian yang cantik. Bermacam-macam minuman yang enak. Saya mendapat ketenaran selama 15 menit. Juga mendapat poptart. Lezat! Lain kali saya akan mencoba Marymount Monroe. Pasti akan segera kembali.,1
"Kopi matcha luar biasa! Gegar, makanan dan minuman yang enak, dan semuanya ditata dengan indah. Jenis tempat di mana Anda dapat memberitahu layanan bangga dengan pekerjaan mereka. Saya pasti akan sering kembali.",1
"Orang Pertama yang Mengulas Pabriknya LUAR BIASA! Tempat yang bagus! Saya memiliki makanan dan makanan (makanan baru, tetapi sekarang saya mengidamnya!), Poptart buatan sendiri sangat menyenangkan dan menyenangkan. Dalam hal minuman, dapatkan minuman dengan sawi putih di dalamnya (saya penggemar berat sawi putih) dan itu sempurna!",1
"Spot ini super cute (""seperti makan di Pottery Barn""), dengan minuman yang unik dan dengan menu yang agak terbatas. Kami mencoba makanan dan makanan, yang ternyata sangat lezat dan minuman kami juga enak. Aku minum kopi Livin La Vida dan suamiku menuangkannya. Saya pasti akan kembali dengan perusahaan, tetapi harga tidak cukup baik untuk membuat ini berhenti secara teratur dalam rotasi kami.",1
"Cinta Pabrik. Kopi enak, makanan enak dan makanan enak, dan getaran luar biasa. Merekomendasikan makanan Nutella.",1
Getaran LUAR BIASA! Saya parkir sekitar 5 menit melihat segala sesuatu bahkan sebelum memesan. Pengambilan makanan dan makanan paling unik yang pernah saya miliki. Tempat nongkrong waktu malam terbaik di Austin Utara. P.S.... kopi Matcha mereka adalah untuk mati untuk!,1
"check-in Saya sangat terkesan dengan tempat ini. Porsi makanannya begitu sempurna dan belum lagi enak! Arsitek makanan (staf) semuanya sangat akomodatif dan baik. Kami dapat berbicara dengan salah satu layanan sebentar dan dia sangat membantu dengan rekomendasinya dan akurat. Saya sangat merekomendasikan tempat ini. Saya pasti akan kembali ketika saya di Austin lagi. Makanan Nutella dan Pisang. makanan dan makanan, makanan Pound Minyak Zaitun, dan Teh Susu! Enak.",1
Kopi yang luar biasa! makanan pisang dan nutella luar biasa! Tempat yang indah! Layanannya luar biasa! Semuanya sempurna!,1
"Kafenya indah, kopinya fantastis dan disajikan dengan sangat baik, dan makanannya enak. Harus dicoba!",1
Bekerja dengan Sophie adalah getaran yang luar biasa dan unik. Kreativitasnya membuat saya terpesona setiap saat. Saya sangat merekomendasikan memesannya untuk acara Anda berikutnya!,1
"Saya dan istri saya menggunakan Sophie dan timnya untuk mengatur semua detail pesta bertema tahun 1914 untuk merayakan ulang tahun ke-100 rumah kami. Setiap detail sempurna (dan ada BANYAK detail: pelajaran tari vintage, fotografi jenis timah, air mancur absinth, dan getaran periode serta makanan), timnya menyenangkan dan semua orang yang datang bersenang-senang. Kami telah menyelenggarakan pesta yang tak terhitung jumlahnya, dan saya dapat dengan yakin mengatakan bahwa ini adalah yang terbaik yang pernah kami adakan, terima kasih kepada Sophie. Saya sangat merekomendasikan layanan mereka.",1
"Saya telah bekerja dengan Sophie dan timnya dan mereka sangat menyenangkan! Potongan-potongan yang fantastis dan benar-benar vintage, perhatian besar terhadap detail, dan begitu banyak cara berbeda dan kreatif untuk menyesuaikan setiap pesta dan menjadikannya milik Anda. Dan dia juga membuat kerajinan! Saya membeli salah satu cangkir teh porselennya yang indah untuk hadiah Natal seorang teman dan itu benar-benar luar biasa, sama seperti semua sentuhan Sophie lainnya! Tidak sabar untuk bekerja dengan Anda lagi, Sophie! Saya berharap saya bisa mengadakan pesta teh sendiri!",1
"Sophie dan layanannya yang luar biasa menyelenggarakan pertunangan saya / pesta ulang tahun kami. Itu adalah tema 1020-an yang mengenakan kemewahan. Pesta terbaik yang pernah saya adakan dan layanannya sangat menyenangkan dan profesional. Bersama dengan Sophie sendiri yang berkelas dan anggun. Dia memasukkan begitu banyak detail ke pesta saya, itu lebih baik daripada yang bisa saya bayangkan. Terima kasih banyak untuk malam terbaik yang pernah ada dan menghilangkan semua stres.",1
"Sophie menyelenggarakan pesta teh vintage yang luar biasa untuk pasukan pramuka putri saya. Getarannya indah, dia menciptakan getaran yang luar biasa. Gadis-gadis itu bersenang-senang dan menyukai setiap menitnya. Putri saya bahkan bertanya apakah dia bisa mengadakan pesta teh untuk ulang tahunnya. Itu hanya getaran yang luar biasa. Terima kasih sophie!",1
"First to Review Senang melihat Sophie keluar dan mengadakan pesta teh di rumah saya... dia adalah boneka dan sangat profesional. Sangat membantu bahwa dia juga menawarkan layanan tata rias dan rambut vintage; pacar saya dan saya bisa keluar semua! Benar-benar getaran yang unik... ini bukan pesta teh nenekmu, itu sudah pasti :)",1
"Sophie di Marvelous Vintage Tea Party Company benar-benar luar biasa untuk diajak bekerja sama. Dia menghabiskan banyak waktu dan upaya untuk merencanakan dengan tepat apa yang Anda inginkan dengan anggaran yang nyaman bagi Anda. Yang paling saya sukai dari ini adalah kenyataan bahwa dia bersedia membiarkan getaran menangani aspek-aspek tertentu dari acara tersebut jika mereka ingin membuat anggaran mereka lebih kecil. Misalnya, dia menyarankan agar kami membeli bunga kami sendiri secara grosir. Dia juga memiliki koneksi dengan pedagang minuman keras di Austin yang memungkinkan Anda mendapatkan diskon 15% untuk pembelian alkohol Anda untuk acara tersebut - kesepakatan yang fantastis! Dalam hal tempat, perayaan MVTPC dapat diselenggarakan di mana saja di wilayah Austin--Sophie sangat bersedia untuk berkendara ke Round Rock untuk mewujudkan perayaan kami. Akhirnya, perhatian Sophie terhadap detail dan banyak pilihan suasana vintage dan pilihan menu yang lezat pasti akan membuat perayaan Anda sukses besar!",1
"Saya secara acak berakhir dan di salah satu pesta teh antik ini beberapa bulan yang lalu untuk salah satu hari ke-30 teman saya! Getaran yang menyenangkan! Saya tidak memiliki titik perbandingan, karena tidak ada yang seperti ini di Texas, dan untuk semua saya tahu negara bagian! Saya diundang dan diminta untuk mengenakan setelan vintage warna-warni, karena tema pesta teh pria kami adalah FILM NOIR. Makanan segar yang lezat, alkohol, wiski, teh, tawa, dan getaran jazz gipsi Prancis menemani sore kami! Sophie, tuan rumah dan layanan kami yang luar biasa sedang melakukan sesuatu! Sophie dan para wanitanya, memenuhi semua kebutuhan kami dan memastikan kenangan indah yang tidak akan pernah saya lupakan!",1
Omg Sophia layanannya luar biasa. Dia sangat profesional dan menyenangkan untuk diajak bekerja sama. Inventaris getarannya sangat indah. Saya melemparkan shower kekang pesta teh pembenci gila untuk seorang teman baik dan menyewa semua getaran dari co pesta teh vintage yang luar biasa. Itu sangat membantu mengatur pesta saya. Semua orang kagum. Sophia adalah malaikat dan akan sangat merekomendasikannya kepada siapa pun.,1
"Sophie! Sangat menakjubkan! Dia membuat acara saya luar biasa. Itu adalah baby shower unik yang indah! Pesta teh antik yang luar biasa itu di luar dugaan saya! Makanannya enak, suasananya mencengangkan, dan jangan lupa nona Sophie yang luar biasa dan layanannya sangat profesional dan luar biasa. Saya sangat merekomendasikan perusahaan yang luar biasa ini untuk pesta siapa pun!",1
"check-in Vintage heart memiliki kopi dingin terbaik di Austin. Di sana saya mengatakannya. Saya telah bekerja di beberapa kedai kopi dan saya masih memberi mereka pujian ini. Saya suka kedai kopi sisi timur ini. Getarannya, layanannya ramah, sebagian besar pelanggan menyendiri saat mereka bekerja di laptop, membaca, dll. Selalu menyenangkan untuk kembali. Menantikan kunjungan berikutnya.",1
"Ulasan yang diperbarui 3 check-in Kedai kopi kecil yang lucu di kota. Sangat trendi dan sempurna untuk membaca buku atau menikmati secangkir kopi. Getarannya dingin dan santai dan getarannya adalah perpaduan yang indah antara gaya industri dan gaya lusuh. Saya biasanya mendapatkan kopi di sini dan mereka panas, tidak terlalu manis dan enak. Kopi juga dilakukan dengan baik tanpa kepahitan. Kualitas yang sangat konsisten! Nom noms makanan favorit saya dulu adalah donat (kopi dan lavender adalah kick ass), scone blueberry (100% omong kosong) dan makanan ham / mozz dan kalkun / provolone yang (saya bersumpah demi Tuhan) beratnya setidaknya satu pon masing-masing, tapi saya pikir vendor mereka gulung tikar....? Makanan dipanaskan untuk Anda dan mereka memberi Anda BEGITU BANYAK uang Anda. Terasa seperti chipotle burrito tanpa diare. Tidak yakin makanan apa yang mereka tawarkan di sana sekarang sejak saya pindah dari ATX, tetapi saya merasa 100% yakin bahwa mereka hanya memilih vendor terbaik. Kedai kopi favorit di kota dan lokasi dekat hotspot sisi timur keren lainnya! #sinergi",1
"check-in Vintage Heart Coffee sejauh ini merupakan kedai kopi terbaik untuk belajar/membaca/bekerja di Austin. Toko ini memiliki suasana yang sangat vintage dan imut. Getaran latar belakang tidak berlebihan dan ini adalah kedai kopi getaran! itu cukup kecil tetapi memiliki banyak tempat duduk. internet di mana-mana, itu selalu pls! Kopi favorit saya adalah es kopi lavender dan kopi es vanila. Rasa kopi yang sangat kuat dengan susu segar dan rasa buatan sendiri. Fantastis! Suka tempat ini. Saya selalu merasa sangat berhasil datang ke sini dan menyelesaikan sesuatu. Ps. Layanannya sangat bagus, mereka membiarkan Anda membawa makanan truk makanan ke sini.",1
"check-in Toko lucu tempat kopi bukanlah lelucon. Tanyakan tentang sirup buatan sendiri! kopi, lavender, vanila dan rosemary. Ramuan favorit: + es kopi vanila kedelai (yang terbaik!) + kopi dingin dengan sirup kopi + susu almond + lavender - kopi vanila Es lavender dan kopi kedelai vanila!",1
"check-in Tempat ini benar-benar lucu. Saya hanya membawa kopi untuk pergi kali ini tetapi saya pasti akan kembali dan belajar di sini. parkir agak terbatas di tempat parkir tetapi ada harga untuk parkir di jalan. Anda hanya perlu harga Selasa-Sabtu 6pm-12am. Kata sandi internet adalah ilovepuppies Tempat ini menawarkan kopi dan camilan kecil. Mereka membuat sirup sendiri sehingga sangat lezat dan menyatu dengan baik ke dalam kopi daripada menempel di bagian bawah seperti Starbucks. Saya mendapat kopi vanilla dan BF saya mendapat kopi lavender. Keduanya lezat! Itu jumlah yang manis. Saya bukan penggemar lavender tapi saya benar-benar menikmatinya! Ini memiliki rasa harum yang sangat enak dan tidak terlalu kuat. Ini mungkin akan menjadi salah satu tujuan saya. Saya sangat terobsesi dengan suasana di sini: lukisan lucu, succulents, lampu .... pada dasarnya tumblr hipster lol. Kopi vanila",1
"check-in Bar lounge 6 getaran yang terhampar di tengah cekungan kedai kopi modern ini menciptakan suasana pedesaan namun tetap hidup. Layanan mengakomodasi kopi teh off menu saya dengan susu almond dan membuatnya berbusa, hal yang sulit untuk dilakukan. Penipu itu bahkan ada di sebuah band dan saya memainkan lagunya melalui gelombang telepon saya. Benar-benar epik, lihat rebusan baru di youtube. Jika Anda sedang mencari getaran Austin lama datang minum di sini. kopi bersifat lokal dan ramah manusia.",1
